,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens
34044,B000QDUVIW,Windbag (4),A1CP8ES1ZXH5RR,0/0,5.0,1323475200,"Wonderful item for traveling grandparents....Over Thanksgiving, we took 3 packs of these balloons to visit our grandkids ages 8-10 (great for air travel)....They were amazed that they could blow them up in one breath...a chance to demonstrate the Bernoulli principal...then we built amazing forts with them...unlike balloons, they don't pop on grass or carpet....also learned a lot about how much stronger arches are than straight lines...fun for grandparents and kids alike....now their little sisters' diaper genie bags are disappearing..Great service from Amazon too...",toys games,learning education,unknown,83
18739,B000GE6S6A,Playtex Diaper Genie Essentials Diaper Disposal Pail,A3V28DYM8BHL77,5/5,5.0,1244160000,"I purchased the Diaper Genie to contain the smell of dog poop in my garage. I wish I had thought of it myself, but I am very grateful to the friend that suggested it. It's definitely doing the job and I'm sharing it with all my dog friends. I think it should not be advertised for diapers alone but dog owners too. It's wonderful!!!",baby products,diapering,diaper pails refills,64
14686,B000G647Y8,Tweezerman Men's Shaving Brush,A114IJZW7SRW7N,16/20,1.0,1217203200,"this brush has great bristles, comparable to brushes 3 or 4 times the price, but after 6 weeks of use the handle fell off. I thought at that price it seemed to good to be true - and I was right. this is a penny-wise pound-foolish purchase.",health personal care,personal care,shaving hair removal,47
1111,B00000J3EX,Spy Vision Goggles,A6QNYGPJO678F,13/14,1.0,1039651200,"Night vision goggles? Get real. Of course they aren't ""night vision"", and I didn't expect them to be. They are two pen lights mounted on a headset.The real problem is, they don't even work very well as a head mounted flashlight",toys games,electronics for kids,unknown,41
890,B000052XPJ,"Compound W Wart Remover, Maximum Strength, Fast-Acting Liquid, 0.31 fl oz",A3OI841P5R6FCH,4/5,2.0,1029024000,"I used to get plantar warts every once in a while back in my childhood and teenage days. Thanks to these outbreaks, I was exposed to three treatment methods, Compound W being one of them. I hated using this stuff-- it rates a bit higher than my getting stuck right in my arch with a big needle of anesthetic to numb it so I wouldn't feel the laser burning the wart away, but it was a painful treatment none the less. Its active ingredient is a powerful acid, after all. At least the laser burn-off took care of the problem in less than a half-hour. But with this stuff, you hafta apply it to the wart twice a day for up to 12 weeks (it took 3 weeks for me)!My advice",health personal care,health care,foot care,131
35492,B0007OPWDE,COW Tales Vanilla 36ct,A2NY6T1D0VRFT4,0/0,5.0,1327363200,Cow tales are really hard to find unless you order them online. I stumbled across a pack of these recently and I've been hooked ever since. The caramel and vanilla cream go perfectly together. The caramel is really soft and the vanilla cream center is delicious. I love that these are eligible for free shipping. It's worth it considering the weight of each pack. Order a pack of these and you will not be disappointed.,grocery gourmet food,candy chocolate,caramels,75
23009,B0008GPM5O,Creations by You My Masterpiece - Turn Your Drawing Into A Work of Art,A1XTWDRDA91P66,5/5,5.0,1272326400,"This is an AWESOME way to get the creative juices flowing from your child. My Son loved the idea, and when we received the finished product, the quality was outstanding. Customer Service was excellent. This is worth every penny, and will bring a big smile to your child's face when the finished product arrives. :)",toys games,arts crafts,craft kits,55
28127,B0002AT3M4,Midwest Life Stages Double-Door Folding Metal Dog Crate,A30QK7OETAA3K1,0/0,5.0,1298937600,"I bought the 30"" cage, because I apparently do not know measurements well, however my 11lb Daschund is thrilled with the extra space.The cage is easy to set up, and comes with a cage divider if you have a puppy and would like to use the same cage as he grows.It is a matter of flipping up 2 clips and pushing down(to fold up) or pulling up(to set up) on the sides.The double door feature was a convenient choice. Because I did not realize that this would be as big as it is, the place I had his old cage would not work for this one. I ended up using it under a desk, where it slid in perfectly. The front door is not accessible this way, but the side door saved the day. Having the extra options made finding a spot for his cage easier than it would have been without.Right now I have 2 regular sized bed pillows and a blanket on the bottom of the cage for comfort. I have noticed ever since we got this one, my dog has started to hang out in his room sometimes. I think this is due to the safety he feels under the table, the extra space, and the softness of the floor, but I am still happy with my decision.",pet supplies,dogs,houses,221
37578,B000OV40L0,Thieves Fresh Essence Plus Mouthwash v.3 by Young Living Essential Oils - 8oz.,ASDI6ZRUUMUQO,1/1,4.0,1334966400,"A couple reviewers mentioned that the clove taste is strong... and it's true. If you don't like the taste of cloves, you'll be horrified. I was a little shocked by it with the first couple uses, but I've gotten used to it already and I kind of like the lingering taste to be honest.I can't give any feedback as far as longterm results since this is my first bottle, but I'm happy so far after using it a few days. My mouth feels and smells clean, without being left stinging like most mouthwashes do. :)",health personal care,personal care,oral hygiene,95
34372,B000AMUCEC,Carex Folding Adjustable Handle Cane with Walnut Pistol Handle,AAJO94N9GLPD1,1/1,5.0,1324512000,"My 5'3"" mom needed extra support when she embarked on a recent trip. She didn't expect to need a cane all the time and wanted one that could be hidden out of the way when not in use. She used it more than anticipated. She said she really liked its portability and functionality. She even liked the way it looked. She was glad she got this folding cane with its walnut handle grip.",health personal care,medical supplies equipment,mobility aids equipment,73
5959,B0007YDBDC,Amazon.com,A1H4WPY0URS5HQ,2/2,5.0,1140307200,Santa brought this gift for our 4 year old. Excellent item! She loves sitting at the vanity and using all of the accessories. The sound and Cinderella image in the mirror work great and our daughter loves them. She entertains herself for hours. We highly recommend this item.,toys games,dress up pretend play,beauty fashion,48
4018,B0002E7DIQ,Leachco Back 'N Belly Contoured Body Pillow,AO44JPZHC6OVX,6/6,4.0,1114387200,"People kept telling me maternity pillows were a waste of money and that regular pillows would do just fine. Those people lied! I wish I hadn't waited till I was 32 weeks and completely sleep deprived to order this pillow! Regular pillows don't provide the proper support for a mom-to-be's back and belly. And the smaller maternity pillows don't work b/c you can't turn over without wrestling under the sheets to turn the pillow over with you. This pillow is excellent b/c my back and belly are supported on both sides at all times. My hips don't hurt any more, my neck has been fine, and this pillow gives me a comfy cozy feeling of security. Now the only thing that keeps me awake at night is my bladder!I gave the pillow 4 stars only b/c you can't buy add'l pillowcases for it, and the plain white fabric is kinda scratchy, and gets dirty fairly quickly.",baby products,pregnancy maternity,maternity pillows,156
16356,B000EULX9I,Fisher-Price Go Baby Go! Bounce & Spin Zebra,A2ZNM9L3P2M1O1,0/0,5.0,1229731200,I bought this last Christmas for my niece who at the time was one.... she loved it and still plays with it now that she's two. I know this years model can link up to the tv but this has provided lots of fun and entertainment and it doesn't keep kids stuck in front of the tv!,toys games,tricycles,scooters wagons,57
10435,B0002HS7SI,"L-Theanine Calm-Plex with GABA and 5-HTP (Suntheanine&reg;) (100 mg, 60 medium capsules)",A1OATK86J3AAEL,21/21,5.0,1186963200,"When I've got a cloud over my mood, I take one or two of these capsules, and in about 20 minutes, I can feel the cloud dissipate. It really helps, and I'm glad to have an alternative to medication that is effective.",health personal care,health care,stress reduction,42
